dataset_id,track_id,selection_id,selection_role,source_zip_path,internal_path,row_number,metric_name,raw_metric_value,longitude,latitude,altitude_m,x_local_m,y_local_m,z_local_m,x_aligned_m,y_aligned_m,bs_distance_m,bs_bearing_deg,bs_elevation_deg,note,x_m,y_m,field_score,combined_metric_risk,global_confidence,metric_confidence,poor_proximity,nearest_measured_dist_m,nearest_poor_dist_m,predicted_sinr_db,predicted_throughput_mbps
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,592,measured_throughput_mbps,158.0,-78.699323,35.7259797,30.209,-307.52916298823504,-167.00499815668954,30.209,206.21574477013576,69.93390544390004,350.42425330320214,241.49564225589833,2.98188503364331,,206.21574477013576,69.93390544390004,0.9706855404773046,0.9655124005615349,1.0,1.0,1.0,0.0,0.0,21.0,158.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,593,measured_throughput_mbps,155.0,-78.69931,35.726018,30.264,-306.3649133567934,-162.74724930653719,30.264,207.3799944015774,74.1916542940524,347.39093673494665,242.02185449269007,3.0171452268309156,,207.3799944015774,74.1916542940524,0.9766518483855873,0.972531586335985,1.0,1.0,1.0,0.0,0.0,21.0,155.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,594,measured_throughput_mbps,163.0,-78.6992913,35.7260759,30.155,-304.6911211982076,-156.31018944781968,30.155,209.0537865601632,80.6287141527699,342.9284869139788,242.84163387983642,3.0383493530616286,,209.0537865601632,80.6287141527699,0.9607416939635002,0.9538137576041179,1.0,1.0,1.0,0.0,0.0,21.0,163.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,595,measured_throughput_mbps,161.0,-78.6992658,35.7261526,30.024,-302.4078775181937,-147.78201979923045,30.024,211.3370302401771,89.15688380135913,337.0693373122583,243.9559604886345,3.0691084543803204,,211.3370302401771,89.15688380135913,1.007219232569022,1.0084932147870846,1.0,1.0,1.0,0.0,0.0,20.0,161.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,596,measured_throughput_mbps,164.0,-78.6992381,35.7262371,29.988,-299.9278780165038,-138.38528459609842,29.988,213.81702974186697,98.55361900449117,330.80456394033143,245.2316264172506,3.121285646661293,,213.81702974186697,98.55361900449117,1.0012529246607393,1.0014740290126345,1.0,1.0,1.0,0.0,0.0,20.0,164.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,597,measured_throughput_mbps,174.0,-78.6992096,35.7263245,29.919,-297.3761319553505,-128.66454525735168,29.919,216.3687758030203,108.2743583432379,324.51369599576566,246.6035051062918,3.1699013007156123,,216.3687758030203,108.2743583432379,0.9813652316331305,0.9780767430978006,1.0,1.0,1.0,0.0,0.0,20.0,174.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,614,measured_throughput_mbps,160.0,-78.6987179,35.7278035,29.88,-253.12433778003862,36.0553974249754,29.88,260.6205699783322,272.994301025565,256.306543267069,278.10675983779316,4.009151496798518,,260.6205699783322,272.994301025565,0.7117080018717828,0.660832943378568,1.0,1.0,1.0,0.0,0.0,27.0,160.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,678,measured_throughput_mbps,174.0,-78.6990728,35.7279372,29.998,-285.21999955585466,50.954245524870935,29.998,228.52490820251614,287.8931491254605,290.29662714687845,280.128974450118,3.562335799478575,,228.52490820251614,287.8931491254605,0.6413652316331305,0.5780767430978007,1.0,1.0,1.0,0.0,0.0,28.0,174.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,692,measured_throughput_mbps,163.0,-78.699666,35.726752,29.99,-338.8077729112265,-81.10122633501062,29.99,174.9371348471443,155.83767726557898,348.8452649852644,256.53827251067395,2.961829837066522,,174.9371348471443,155.83767726557898,0.8757416939635001,0.8538137576041178,1.0,1.0,1.0,0.0,0.0,23.0,163.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,693,measured_throughput_mbps,162.0,-78.6997073,35.7266686,30.041,-342.52514800660236,-90.38796813937276,30.041,171.21975975176844,146.55093546121682,354.7113960825835,255.217369756141,2.920913107011241,,171.21975975176844,146.55093546121682,0.9627304632662612,0.9561534861956014,1.0,1.0,1.0,0.0,0.0,21.0,162.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,694,measured_throughput_mbps,155.0,-78.6997493,35.726586,30.014,-346.30508729816506,-99.584490448937,30.014,167.43982046020574,137.35441315165258,360.79077617013945,253.9567287121924,2.867195609317975,,167.43982046020574,137.35441315165258,0.9766518483855873,0.972531586335985,1.0,1.0,1.0,0.0,0.0,21.0,155.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,695,measured_throughput_mbps,151.0,-78.6997911,35.7265028,29.998,-350.06589306888026,-108.8466427068861,29.998,163.67901468949054,128.0922608937035,367.0406054237558,252.72786557935078,2.815669937418317,,163.67901468949054,128.0922608937035,0.9846069255966309,0.9818905007019186,1.0,1.0,1.0,0.0,0.0,21.0,151.0
