x_m,y_m,z_m,margin_db,sinr_db,rate_bps,outage,i_dbm,p_rx_dbm,ee_bpj
285.8280259954535,533.6789806130304,29.9488127,15.369939479005552,15.369939479005552,514708332.4766489,0.0,-65.09818439118581,-49.700306284500286,2731379.5778983184
470.40480382006723,197.77835416677596,29.9488127,8.725708323082983,8.725708323082983,308016557.22080463,0.0,-53.860689160973585,-45.13287343363396,1634537.622500259
260.3627792562114,394.92499303670024,29.9488127,17.162202424358895,17.162202424358895,572862738.5355614,0.0,-62.57964833222934,-45.40177963828657,3039984.951178002
74.98055103425179,243.88977389917343,29.9488127,1.4968814231574328,1.4968814231574328,126994492.61101574,0.0,-55.430934070752855,-53.93102764007125,673915.9670375532
239.21995810811381,169.92021404645735,29.9488127,16.13785891112559,16.13785891112559,539556694.3735359,0.0,-64.81777894204859,-48.653723022685014,2863241.263336377
612.3950520703567,203.12754056605328,29.9488127,14.156734863633147,14.156734863633147,475712723.7301366,0.0,-64.48334759742762,-50.3023519143685,2524443.333354873
552.9814196748832,158.8462845333357,29.9488127,20.627395610027122,20.627395610027122,686470511.0968959,0.0,-69.99633878157384,-49.28321477152275,3642862.2125027427
565.1610180875542,560.5240113081285,29.9488127,14.217756062718365,14.217756062718365,477665348.45548046,0.0,-66.68795732253739,-52.429969696151076,2534805.2392374547
187.20310647668757,378.10557001332586,29.9488127,9.949032582158978,9.949032582158978,344404802.8558681,0.0,-58.47016156808089,-48.51504068629363,1827637.4903903308
176.84219498063197,192.2233193584409,29.9488127,9.198344389738395,9.198344389738395,321947329.06843984,0.0,-59.590592028382446,-50.38436903007343,1708463.4234405768
