x_m,y_m,z_m,margin_db,sinr_db,rate_bps,outage,i_dbm,p_rx_dbm,ee_bpj
0.0,0.0,29.936,12.393554274697948,12.393554274697948,419788388.6532173,0.0,-75.92372438070007,-63.20378140666787,2227672.1775400024
55.978385342619156,0.0,29.936,1.3604895583344216,1.3604895583344214,124359780.43929599,0.0,-62.95478399469449,-61.57721755399123,659934.4583550569
111.95677068523831,0.0,29.936,1.1471801253517029,1.147180125351703,120308893.61129682,0.0,-60.98047575052647,-59.8224491294678,638437.7992643937
167.93515602785746,0.0,29.936,0.7455341079716646,0.7455341079716643,112913838.22682615,0.0,-58.71847582479435,-57.966495431270246,599194.7911759507
223.91354137047662,0.0,29.936,-10.03240458524106,-10.03240458524106,13652823.868305087,1.0,-46.032466510913125,-56.06452354912149,72450.82688888282
279.89192671309576,0.0,29.936,-0.24577274629690038,-0.24577274629690055,95975549.51411457,1.0,-53.96097981534473,-54.204595937526335,509309.1356400653
335.8703120557149,0.0,29.936,20.399103680867185,20.399103680867185,678953615.2451675,0.0,-73.07493357322492,-52.503394125235715,3602972.6390819917
391.8486973983341,0.0,29.936,19.484623252310314,19.484623252310314,648880568.2577744,0.0,-70.67883865828901,-51.09406538303763,3443385.3520619804
447.82708274095324,0.0,29.936,15.043020673786131,15.043020673786131,504166285.5548175,0.0,-65.18649334644496,-50.1149620085974,2675436.571238634
503.8054680835724,0.0,29.936,11.32554543278669,11.32554543278669,386485068.24554104,0.0,-61.02930167344806,-49.6927872689961,2050942.9437231822
559.7838534261915,0.0,29.936,16.435924128443716,16.435924128443716,549230697.6661075,0.0,-66.36917611171557,-49.89585550059351,2914577.8618769697
615.7622387688107,0.0,29.936,19.89337328021584,19.89337328021584,662314584.9347461,0.0,-70.68363182519248,-50.689999195489065,3514675.044661412
0.0,55.978385342619156,29.936,13.462136284894385,13.462136284894385,453560995.8508302,0.0,-76.36532296849298,-62.543274357891136,2406891.754476085
55.978385342619156,55.978385342619156,29.936,2.62087687544539,2.62087687544539,150002154.35421333,0.0,-63.40725261921576,-60.7674278111304,796009.691687743
111.95677068523831,55.978385342619156,29.936,5.945261038530205,5.945261038530205,230194132.17999166,0.0,-64.80065341643639,-58.82929815975848,1221560.8567342944
167.93515602785746,55.978385342619156,29.936,-1.911711704910445,-1.9117117049104448,71713607.91669782,1.0,-54.84618348266925,-56.75525113279103,380559.3804525441
223.91354137047662,55.978385342619156,29.936,-6.32210631593329,-6.32210631593329,30244500.419348303,1.0,-48.28373171126702,-54.6052544097066,160497.13124256223
279.89192671309576,55.978385342619156,29.936,-9.18078015650228,-9.18078015650228,16447697.103285227,1.0,-43.29538833072612,-52.47598342666018,87282.25508843639
335.8703120557149,55.978385342619156,29.936,2.2910331272134243,2.291033127213425,143014656.85517278,0.0,-52.78110324449811,-50.48842645552955,758929.4527150025
391.8486973983341,55.978385342619156,29.936,13.69649478066978,13.69649478066978,461019069.2464955,0.0,-62.48554930463772,-48.773723454102736,2446469.17741262
447.82708274095324,55.978385342619156,29.936,15.661676280577197,15.661676280577197,524134861.7793273,0.0,-63.1805969789783,-47.50093429297253,2781402.9173377743
503.8054680835724,55.978385342619156,29.936,18.09471346329964,18.09471346329964,603313393.0557967,0.0,-65.08757512834288,-46.96499098632543,3201576.0711235516
559.7838534261915,55.978385342619156,29.936,27.092909537355382,27.092909537355382,900288461.611012,0.0,-74.55531756858177,-47.22184310919947,4777520.321906528
615.7622387688107,55.978385342619156,29.936,16.223929145351605,16.223929145351605,542348615.7997508,0.0,-64.5082155367559,-48.25988664534195,2878057.0273050056
0.0,111.95677068523831,29.936,11.678408346688059,11.678408346688059,397432097.9398822,0.0,-73.90982472892028,-62.0232938499087,2109035.054262555
55.978385342619156,111.95677068523831,29.936,2.6595304768764407,2.6595304768764407,150833532.42424646,0.0,-62.79947910486861,-60.12347049306942,800421.5283313707
