x_m,y_m,z_m,margin_db,sinr_db,rate_bps,outage,i_dbm,p_rx_dbm,ee_bpj
110.18130146246658,394.0343635384005,29.936,7.357935168897583,7.357935168897583,268760682.27858937,0.0,-65.91928364022343,-58.52761779494453,1426220.235031966
287.72623679403506,228.14023403707608,29.936,0.36009655948011954,0.3600965594801197,106105019.53012595,0.0,-49.52422675220538,-49.16335364498802,563062.7389740895
218.54469235236925,486.77128485419956,29.936,14.9463451500648,14.9463451500648,501053356.14647347,0.0,-71.67392741115788,-56.60201296490115,2658917.3286367557
557.3533952801273,109.20739844975476,29.936,22.801738097127085,22.801738097127085,758212199.8860687,0.0,-67.28665249743838,-44.43876774963279,4023570.608459346
401.9602315356532,183.683579857797,29.936,12.210010435191151,12.210010435191151,414030147.9270504,0.0,-55.91754101728206,-43.70414705836754,2197115.1802433087
595.4188091768084,566.4089941842843,29.936,19.171876353737332,19.171876353737332,638611238.3012474,0.0,-73.88188065232706,-54.503185319297955,3388889.560266673
391.54522992783444,463.5040012905601,29.936,14.798511250344731,14.798511250344731,496297310.1175276,0.0,-65.49290645356693,-50.66380765397638,2633678.632903
317.21219335747935,508.5551132858863,29.936,27.78203540016534,27.78203540016534,923139459.4106828,0.0,-83.78966122699906,-54.31237437220034,4898782.685047798
276.0958084559479,208.62791477523515,29.936,5.052159060085671,5.052159060085671,207055619.34144202,0.0,-54.85258721525618,-49.79778019999968,1098772.75045661
171.1198430884741,139.3673497892826,29.936,5.973292547656129,5.973292547656129,230936968.60996315,0.0,-61.247165075229255,-55.26234001158346,1225502.8334355073
323.77815664061916,265.3393751995271,29.936,-0.30783690001451447,-0.30783690001451447,94977526.87233028,1.0,-47.1673804997636,-47.474766063966555,504012.97373622935
408.36158357029433,7.906684169056251,29.936,4.27659351720601,4.27659351720601,187855573.29845342,0.0,-54.68968357713975,-50.41053956104979,996884.7289354008
275.67792519253635,224.86454766066913,29.936,2.1146977780503846,2.1146977780503846,139358537.56109983,0.0,-51.86780517529495,-49.75177541563684,739527.6887564912
120.31846354696039,366.2959404978456,29.936,10.430600925633371,10.430600925633371,359004073.5651098,0.0,-68.24701177693525,-57.75891881172791,1905110.7841984136
268.04940347368535,184.7234399577355,29.936,7.375039152457653,7.375039152457653,269240817.2603577,0.0,-57.746220654054945,-50.36602745134411,1428768.1457633239
128.95053964669523,538.5604675377167,29.936,8.802415355693242,8.802415355693242,310265742.59565747,0.0,-69.52802966401607,-60.648571968145006,1646473.273454694
491.04718073923704,373.58890879824395,29.936,19.576096697414982,19.576096697414982,651885765.7489102,0.0,-64.25969936071327,-44.660556352084285,3459332.8985400866
212.49990492058387,583.0158742042457,29.936,16.47546247771683,16.47546247771683,550515084.4173429,0.0,-76.36948535757156,-59.53377936559694,2921393.659331748
346.90651339538215,266.47895340410554,29.936,0.5638031615112524,0.5638031615112521,109668282.78668693,0.0,-46.95052192956364,-46.386289414523844,581971.7479711173
554.4628609813176,196.6386241030813,29.936,28.21538317388736,28.21538317388736,937512165.4555829,0.0,-65.57266212576695,-37.32612651884415,4975053.678333023
428.5673594051861,193.23870728623783,29.936,24.512851359408245,24.512851359408245,814808770.5374048,0.0,-66.07704431439066,-41.52921947123201,4323909.086587932
161.05448935375637,431.55135513977143,29.936,8.887262201745997,8.887262201745997,312758991.55225694,0.0,-66.21025871059403,-57.28693814499499,1659704.085650611
140.32727512944913,303.6387164411815,29.936,10.913462165197771,10.913462165197771,373778219.64240646,0.0,-67.24071903416531,-56.28159317618946,1983512.0812635731
357.1596187815476,116.32140607888287,29.936,8.103848107192263,8.103848107192263,289961373.05072427,0.0,-55.864144584101965,-47.75695428295528,1538724.9880320034
450.2703848695749,337.7351598000406,29.936,18.83253575296063,18.83253575296063,627478701.4597336,0.0,-62.22182499373194,-43.374859944652684,3329813.027285753
382.69823854938073,229.1524176559055,29.936,19.99035179317552,19.99035179317552,665503818.606182,0.0,-64.21528506737127,-44.20212083643759,3531599.2076672646
258.73914244429426,304.6974302834561,29.936,15.139969389521966,15.139969389521966,507290125.18393606,0.0,-66.14585349680121,-50.970354372702104,2692013.710618811
289.39034117944374,416.0331204619033,29.936,9.744198359847651,9.744198359847651,338239137.0154208,0.0,-61.82757516748046,-52.070197799954016,1794918.4285486282
355.4041123355749,256.32374306277336,29.936,7.156174231733253,7.156174231733253,263119306.67422745,0.0,-53.02686210723134,-45.868948539232065,1396283.400625449
1.1098212919879193,488.93434363509806,29.936,12.255056488799042,12.255056488799042,415442101.4409217,0.0,-75.9543144616598,-63.37064732755596,2204607.9305047486
