group,scenario_idx,drone_idx,station_idx,bandwidth_hz,sinr_db,rate_bps,p_prop_w,p_tx_w,ee_bpj
random,0.0,0.0,0.0,20000000.0,-3.7253245910610815,10200994.637603205,146.13131502422428,0.1,69759.30316918326
random,0.0,0.0,1.0,20000000.0,-1.9499848589233293,14243387.352610694,146.13131502422428,0.1,97403.12702686955
random,0.0,0.0,2.0,20000000.0,0.5244494087661453,21794747.34778511,146.13131502422428,0.1,149042.95529432019
random,0.0,0.0,3.0,20000000.0,1.8384179276496009,26748623.919457853,146.13131502422428,0.1,182919.9437550483
random,0.0,1.0,0.0,20000000.0,14.947719729094715,100219520.46347553,156.27922499230135,0.1,640874.9018190198
random,0.0,1.0,1.0,20000000.0,-3.899114187963548,9861947.679495588,156.27922499230135,0.1,63064.308446221665
random,0.0,1.0,2.0,20000000.0,20.88657707219589,139001719.7710265,156.27922499230135,0.1,888875.8706782799
random,0.0,1.0,3.0,20000000.0,-1.4820427135928327,15494755.814425876,156.27922499230135,0.1,99084.49038028353
random,0.0,2.0,0.0,20000000.0,3.7023476557346697,34844405.5967986,127.34375045908463,0.1,273410.0767694001
random,0.0,2.0,1.0,20000000.0,20.209630949278008,134543522.2299265,127.34375045908463,0.1,1055709.061803868
random,0.0,2.0,2.0,20000000.0,-1.6391326952175265,15065674.641356738,127.34375045908463,0.1,118214.30699493986
random,0.0,2.0,3.0,20000000.0,0.4910538078596144,21677331.85056139,127.34375045908463,0.1,170093.32958637955
random,0.0,3.0,0.0,20000000.0,28.863307404800793,191801125.6341386,141.19210132108,0.1,1357479.4616316103
random,0.0,3.0,1.0,20000000.0,-2.4644888310491804,12959335.728916882,141.19210132108,0.1,91720.17124628481
random,0.0,3.0,2.0,20000000.0,-3.3230662099659014,11023084.358706107,141.19210132108,0.1,78016.28155884412
random,0.0,3.0,3.0,20000000.0,-3.673220966302125,10304519.314840227,141.19210132108,0.1,72930.61125493255
random,0.0,4.0,0.0,20000000.0,1.2926032486980432,24612266.740194988,154.12719847056357,0.1,159584.4765661913
random,0.0,4.0,1.0,20000000.0,21.34169936221781,142002260.4439259,154.12719847056357,0.1,920734.227504165
random,0.0,4.0,2.0,20000000.0,-0.6782420161474649,17834805.636678647,154.12719847056357,0.1,115639.82107917672
random,0.0,4.0,3.0,20000000.0,3.382291300365523,33370180.676966567,154.12719847056357,0.1,216370.27066490956
random,0.0,5.0,0.0,20000000.0,-2.29789712501902,13364722.040831095,147.90884367534284,0.1,90296.78030690241
random,0.0,5.0,1.0,20000000.0,1.495053186798444,25391789.47688191,147.90884367534284,0.1,171555.89386657707
random,0.0,5.0,2.0,20000000.0,-6.673590168829392,5621507.721493614,147.90884367534284,0.1,37980.89074882837
random,0.0,5.0,3.0,20000000.0,-1.9704579305562362,14190470.338633759,147.90884367534284,0.1,95875.82732394378
random,1.0,0.0,0.0,20000000.0,13.851142552451265,93189913.36254801,126.00733973750414,0.1,738972.95396545
random,1.0,0.0,1.0,20000000.0,11.801002219521607,80249774.70914875,126.00733973750414,0.1,636360.8563640375
random,1.0,0.0,2.0,20000000.0,20.7105535911234,137841895.9084615,126.00733973750414,0.1,1093052.1268261084
random,1.0,0.0,3.0,20000000.0,-6.040917656602105,6411614.73910255,126.00733973750414,0.1,50842.51838511938
random,1.0,1.0,0.0,20000000.0,19.9348656926565,132735803.23574185,130.5829439922316,0.1,1015708.7006215003
random,1.0,1.0,1.0,20000000.0,13.398647936664133,90308706.42498478,130.5829439922316,0.1,691051.9740843392
random,1.0,1.0,2.0,20000000.0,-3.0237853635342162,11669415.880662857,130.5829439922316,0.1,89295.63050979737
random,1.0,1.0,3.0,20000000.0,-6.005172863867415,6459090.064710733,130.5829439922316,0.1,49425.65469824961
random,1.0,2.0,0.0,20000000.0,-0.20097575041131685,19340096.158762928,133.64741084808793,0.1,144601.64900485188
random,1.0,2.0,1.0,20000000.0,-3.560180759462696,10532124.861411152,133.64741084808793,0.1,78746.38316082006
random,1.0,2.0,2.0,20000000.0,13.1944811006029,89012913.18072301,133.64741084808793,0.1,665529.9913194212
random,1.0,2.0,3.0,20000000.0,-2.1832971105467895,13649335.205930378,133.64741084808793,0.1,102053.07990173712
random,1.0,3.0,0.0,20000000.0,2.649222120507673,30122312.179924514,152.94601036745485,0.1,196818.66980787372
random,1.0,3.0,1.0,20000000.0,2.0943532681366293,27788062.751511402,152.94601036745485,0.1,181566.72418179232
random,1.0,3.0,2.0,20000000.0,-4.667088276027087,8475257.79135163,152.94601036745485,0.1,55377.18867027643
random,1.0,3.0,3.0,20000000.0,-1.1934275821534894,16307023.43737069,152.94601036745485,0.1,106549.81072827999
random,1.0,4.0,0.0,20000000.0,17.766895782030076,118519229.98169945,144.20059698959687,0.1,821335.6871298593
random,1.0,4.0,1.0,20000000.0,12.794080567393934,86479870.49944583,144.20059698959687,0.1,599303.6224630482
random,1.0,4.0,2.0,20000000.0,1.4333243724965428,25152487.735655252,144.20059698959687,0.1,174306.19318552496
random,1.0,4.0,3.0,20000000.0,-5.795410435670419,6744057.753625132,144.20059698959687,0.1,46736.173614800326
random,1.0,5.0,0.0,20000000.0,-0.16992904105062223,19441029.39811678,126.53788537309231,0.1,153516.69321420585
random,1.0,5.0,1.0,20000000.0,-0.9413918523686533,17041900.860171087,126.53788537309231,0.1,134571.90010685465
random,1.0,5.0,2.0,20000000.0,3.4607140327515955,33728317.56584134,126.53788537309231,0.1,266336.70853294147
