x_m,y_m,field_score,combined_metric_risk,global_confidence,metric_confidence,poor_proximity,nearest_measured_dist_m,nearest_poor_dist_m,predicted_sinr_db,predicted_throughput_mbps
477.34715539783,0.6703948314799096,0.001355510910044809,0.75,0.0021252304050745382,0.0021237186765817083,0.002122206948088878,123.07750113131983,123.1059743705456,23.0,244.14371767681132
544.5811433427779,34.49051020024253,0.00011935528283725589,0.39870733773292844,0.0003521287014366732,0.00035183415286882543,0.00034893134975787335,159.03027640221487,159.21270721351513,22.08330343450596,298.6361957597919
226.08027290195082,121.62854475523817,0.21091190781782287,0.35449268981495385,0.628317282499965,0.6240603499868678,0.2290573825046689,9.29420026374622,29.475654563889375,21.30570160970663,308.22949815843543
132.44972713114433,98.3739074712433,0.09343342230841917,0.3976236837627172,0.25450149764224744,0.25448828384389777,0.19428759919131858,27.368971167270022,32.76831495268784,19.663822838153294,316.47441501575673
492.0067606190623,46.19240833467328,0.0021011629153034,0.5699138738081191,0.0043316251165279665,0.0043263971653655295,0.004321169214203092,108.83624983571292,108.88458523819419,22.332667584977145,281.74135014838646
366.5961323927119,57.4402140368634,0.19595111514596775,0.75,0.28787500041750713,0.2876161332724721,0.28787500041750713,24.904578387819612,24.904578387819612,23.0,235.04579119299726
83.80529341069388,97.8757118534712,0.13267998041042825,0.45597941635838846,0.33979838842469734,0.3385505301026083,0.019228464787988855,21.588056249454933,79.02727113572635,19.248928031782768,314.3816724607215
221.3491199570183,286.95883769417856,0.5387417487677508,0.6332081676988477,0.8155787335657833,0.7969769308198674,0.8155787335657833,4.077146304201681,4.077146304201681,16.729238874931575,317.26326282633653
548.5019160223827,267.81757793013827,0.03791682532826118,0.3831919083772658,0.11080375522427949,0.11079558649807059,0.10989930005944477,43.99989226654784,44.16381572957391,20.33341037541835,312.83410264306605
203.74696405107505,322.520013873988,0.5651188878151356,0.8580521804474731,0.6799888884202411,0.666698642872185,0.6781760982904077,7.713576430079242,7.766965855490081,17.74297214146206,290.0429457499006
460.4551296496309,532.8715965901489,0.08731999822544594,0.10857940687944924,0.9236743341889452,0.9219959655610686,0.01495323980293084,1.58791443285571,84.05654586794702,23.327637478814065,317.44501219460847
197.47203873953592,64.32342969220514,0.11468995027730469,0.4063167334051582,0.2992395454961226,0.2992395454961226,0.25268097106207765,24.13021741679583,27.51255139816432,22.667473801501018,293.6826529160053
279.8593202959541,197.96459154607825,0.41355325427896933,0.5612715159003236,0.7088562182638454,0.6996902517293901,0.7088562182638454,6.882051362603654,6.882051362603654,18.479776658056807,310.75641110835494
356.54934062910866,331.42626765531077,0.4180006100963835,0.5502488745827827,0.7250963056506607,0.7147835258920068,0.7250963056506607,6.429015951381569,6.429015951381569,17.754718964421954,317.0434932976208
113.75400156977986,123.01610930823718,0.356436897328165,0.43018510017824685,0.9572599150764017,0.9170884093535048,0.04462589963323211,0.8736066160558543,62.18881758474405,19.559510714416522,314.3739659452598
563.2481118669604,263.45218820522194,0.021304083161957307,0.404528233564008,0.0604011607905343,0.06039278526115703,0.05907221065661872,56.13493911679418,56.579893480175876,20.416728121904427,310.34550921906816
548.5443483254325,247.86792646115904,0.06703912492655995,0.5348833517588769,0.14101034309441368,0.14097868299616245,0.13846042105063858,39.17844072029612,39.54341525563629,20.416780580418752,298.873874122148
481.4406698828323,233.48193407900237,0.20165656954580247,0.5448887357155372,0.3950297578249805,0.39370718211141686,0.31552718347373687,18.575883613057513,23.07020881464557,20.0,301.0497912570327
5.2447041766517675,132.72763195629742,0.0017824233175284241,0.3696251918105111,0.005672336782077896,0.00567106868249223,0.00032970785908986293,103.44308230534288,160.3460714215355,20.250174977440064,314.6383666194479
427.52233608915395,123.0761333803593,0.17846430581424505,0.3190558472616266,0.5376605971598988,0.5367141776217959,0.40486646812242105,12.410555563880532,18.083959491620877,22.0,306.2564187743102
141.48076684503843,223.00513438425273,0.7505067601220013,0.8238260557260568,0.900900208810576,0.899100456692036,0.8854066422950574,2.08721567089597,2.4341651336967876,18.812732038025455,285.20993881725366
152.94373975510652,165.50298716218643,0.1574056280443906,0.5018666216578522,0.35335642355860925,0.35330406157624417,0.12581258369177978,20.8055606597031,41.45923820743955,18.500913243724966,315.82904017345925
324.6899199009086,102.10343707035788,0.30473877080220113,0.6887049447493604,0.46513569508156083,0.4651071971007321,0.4650786991199034,15.308521971709798,15.310972845920476,22.50152342557721,270.04945974115674
481.12352183825044,66.82384091807464,0.004800365353606119,0.46478554602411587,0.012095799673863605,0.012074616041128269,0.011963065184384973,88.29794042071939,88.51862553951133,22.41619216692196,290.3801293924501
551.0135759941521,43.98906091072719,9.83469998240356e-05,0.3267583730653539,0.0003540273567610347,0.00035379730367300014,0.0003353257916695164,158.92272737660787,160.00815972553497,21.999999999999996,305.5785965035822
4.543766169021715,99.94215638188938,0.0025792386242139017,0.45412291155961804,0.00668091551006534,0.006671036126199226,0.00037454088026871645,100.17000496838828,157.79619202736873,19.249610890276635,314.5400372540583
134.45184001527966,608.9479368101337,0.009502568649989553,0.47501683977287684,0.023513529291045682,0.023300565716920983,0.0024509664213546224,75.00358617958925,120.22545749015443,18.91743994577623,315.13729183096115
319.67325222978667,332.87827620612467,0.24882581005458282,0.335174161777368,0.7641282406775303,0.7517792752092354,0.27157024368408034,5.3803929922322125,26.070688972732466,21.0,312.1713404302583
537.05858961582,477.23701249940126,0.03202865928128643,0.21948379513097852,0.17160303808416377,0.17045224275026694,0.0005511221298654354,35.251427752636566,150.07108244147898,22.335989859779104,312.5548337234271
