group,scenario_idx,drone_idx,station_idx,bandwidth_hz,sinr_db,rate_bps,p_prop_w,p_tx_w,ee_bpj
ga,0.0,0.0,0.0,20000000.0,-6.433771098038505,5910047.466377655,132.13107399093246,0.1,44694.84583315816
ga,0.0,0.0,1.0,20000000.0,-3.82010752358255,10014894.411627552,132.13107399093246,0.1,75737.82855544459
ga,0.0,0.0,2.0,20000000.0,-3.340346414941763,10986679.549346382,132.13107399093246,0.1,83086.97205393473
ga,0.0,0.0,3.0,20000000.0,-0.5104340010746568,18354168.755472016,132.13107399093246,0.1,138803.7486312077
ga,0.0,1.0,0.0,20000000.0,3.3753206752760434,33338445.55766496,155.57714763088597,0.1,214151.1844545814
ga,0.0,1.0,1.0,20000000.0,-4.902209774113118,8085617.018300571,155.57714763088597,0.1,51938.36822776167
ga,0.0,1.0,2.0,20000000.0,-4.858125549867566,8157470.364703276,155.57714763088597,0.1,52399.92181797179
ga,0.0,1.0,3.0,20000000.0,-6.022162449612665,6436485.943191963,155.57714763088597,0.1,41345.091692282396
ga,0.0,2.0,0.0,20000000.0,-5.757442297058915,6796816.319782921,126.25193304193542,0.1,53792.73712834374
ga,0.0,2.0,1.0,20000000.0,-5.211911469584962,7596145.37910854,126.25193304193542,0.1,60118.94868745243
ga,0.0,2.0,2.0,20000000.0,-0.3106536645361902,18986481.286691472,126.25193304193542,0.1,150266.64673495718
ga,0.0,2.0,3.0,20000000.0,-2.8553115224584507,12046589.466673259,126.25193304193542,0.1,95341.55257185556
ga,0.0,3.0,0.0,20000000.0,1.124772245872123,23977661.26822842,142.2729526232851,0.1,168414.44127152892
ga,0.0,3.0,1.0,20000000.0,5.410054644132629,43240367.09725328,142.2729526232851,0.1,303711.9502021293
ga,0.0,3.0,2.0,20000000.0,-4.592339617814787,8602471.676979827,142.2729526232851,0.1,60422.09224768787
ga,0.0,3.0,3.0,20000000.0,0.7325666694492837,22536034.31247218,142.2729526232851,0.1,158288.73319851633
ga,0.0,4.0,0.0,20000000.0,0.193721325949653,20650704.023776695,152.62419794253708,0.1,135215.6652447871
ga,0.0,4.0,1.0,20000000.0,-0.19507301823013296,19359257.646761164,152.62419794253708,0.1,126759.59610568812
ga,0.0,4.0,2.0,20000000.0,2.4281298198479675,29179117.65522481,152.62419794253708,0.1,191057.59302270843
ga,0.0,4.0,3.0,20000000.0,2.065975541465022,27671639.722764466,152.62419794253708,0.1,181187.00307842507
