group,scenario_idx,drone_idx,station_idx,bandwidth_hz,sinr_db,rate_bps,p_prop_w,p_tx_w,ee_bpj
ga,0.0,0.0,0.0,20000000.0,-6.434306948274369,5909388.126062505,132.13107399093246,0.1,44689.85955954447
ga,0.0,0.0,1.0,20000000.0,-3.820643373818413,10013850.425373057,132.13107399093246,0.1,75729.93338963382
ga,0.0,0.0,2.0,20000000.0,-3.340882265177626,10985552.23588032,132.13107399093246,0.1,83078.44672450924
ga,0.0,0.0,3.0,20000000.0,-0.5109698513105203,18352493.24055153,132.13107399093246,0.1,138791.07751790647
ga,0.0,1.0,0.0,20000000.0,3.5154671413056917,33979556.55697832,155.57714763088597,0.1,218269.39325445902
ga,0.0,1.0,1.0,20000000.0,-4.762063308083469,8315958.552434105,155.57714763088597,0.1,53417.978675659135
ga,0.0,1.0,2.0,20000000.0,-4.7179790838379185,8389576.10543616,155.57714763088597,0.1,53890.86473583158
ga,0.0,1.0,3.0,20000000.0,-5.882015983583017,6625073.698883631,155.57714763088597,0.1,42556.49464102355
ga,0.0,2.0,0.0,20000000.0,-5.769541880033557,6779963.751334721,126.25193304193542,0.1,53659.35912578792
ga,0.0,2.0,1.0,20000000.0,-5.224011052559604,7577558.728709784,126.25193304193542,0.1,59971.846463123286
ga,0.0,2.0,2.0,20000000.0,-0.3227532475108316,18947752.237606328,126.25193304193542,0.1,149960.12946883598
ga,0.0,2.0,3.0,20000000.0,-2.8674111054330926,12019177.406546138,126.25193304193542,0.1,95124.60250653268
ga,0.0,3.0,0.0,20000000.0,-1.0219409241209545,16804435.61268895,142.2729526232851,0.1,118031.09581602219
ga,0.0,3.0,1.0,20000000.0,3.2633414741395512,32830843.22662862,142.2729526232851,0.1,230597.47390010324
ga,0.0,3.0,2.0,20000000.0,-6.739052787807864,5544992.269196829,142.2729526232851,0.1,38946.95001422584
ga,0.0,3.0,3.0,20000000.0,-1.4141465005437936,15683044.24751248,142.2729526232851,0.1,110154.6604080719
ga,0.0,4.0,0.0,20000000.0,-0.5011785746585674,18383126.210947346,152.62419794253708,0.1,120368.1306472734
ga,0.0,4.0,1.0,20000000.0,-0.889972918838353,17194770.22268417,152.62419794253708,0.1,112587.0716908512
ga,0.0,4.0,2.0,20000000.0,1.7332299192397471,26328350.825267356,152.62419794253708,0.1,172391.4820307223
ga,0.0,4.0,3.0,20000000.0,1.3710756408568014,24912606.753519706,152.62419794253708,0.1,163121.54255276002
ga,0.0,5.0,0.0,20000000.0,-3.894978588211572,9869904.82158632,126.1315691191843,0.1,78188.87850682925
ga,0.0,5.0,1.0,20000000.0,0.690730650774427,22385696.95534003,126.1315691191843,0.1,177338.34025467976
ga,0.0,5.0,2.0,20000000.0,-2.3842000145657067,13153481.38238258,126.1315691191843,0.1,104201.20318684648
ga,0.0,5.0,3.0,20000000.0,6.866959793517381,51021303.41260694,126.1315691191843,0.1,404188.14222640346
ga,1.0,0.0,0.0,20000000.0,-4.353398445925066,9020159.464323161,148.02663745954914,0.1,60894.91815262743
ga,1.0,0.0,1.0,20000000.0,2.0956400390933965,27793348.77803446,148.02663745954914,0.1,187632.34793353322
ga,1.0,0.0,2.0,20000000.0,-4.307914027077331,9101599.745249094,148.02663745954914,0.1,61444.719878520074
ga,1.0,0.0,3.0,20000000.0,7.0516941412238765,52042890.241143756,148.02663745954914,0.1,351340.52276961855
ga,1.0,1.0,0.0,20000000.0,-5.5977913275256554,7022682.576734597,160.00595248051212,0.1,43862.72007962595
ga,1.0,1.0,1.0,20000000.0,20.298014632597656,135125243.6461309,160.00595248051212,0.1,843973.8907432449
ga,1.0,1.0,2.0,20000000.0,-7.96325634424592,4278414.304677366,160.00595248051212,0.1,26722.393754836376
ga,1.0,1.0,3.0,20000000.0,17.58058840966082,117302225.17794448,160.00595248051212,0.1,732653.741853991
ga,1.0,2.0,0.0,20000000.0,-3.19445275909996,11297158.673224159,149.1219590517444,0.1,75707.07920612906
ga,1.0,2.0,1.0,20000000.0,-1.6796775377162874,14956410.427958254,149.1219590517444,0.1,100229.28611178433
ga,1.0,2.0,2.0,20000000.0,19.877116444782672,132356006.6401476,149.1219590517444,0.1,886974.058518101
ga,1.0,2.0,3.0,20000000.0,1.9153250834393132,27058465.014292497,149.1219590517444,0.1,181330.3161695503
ga,1.0,3.0,0.0,20000000.0,-2.9595971233319744,11811975.000186397,130.9601122089378,0.1,90126.3916313118
ga,1.0,3.0,1.0,20000000.0,3.9485269201301207,36000735.32518863,130.9601122089378,0.1,274688.7265577476
ga,1.0,3.0,2.0,20000000.0,-6.909078271577727,5350654.734393367,130.9601122089378,0.1,40825.95874680224
ga,1.0,3.0,3.0,20000000.0,-0.9223489841896251,17098399.040809117,130.9601122089378,0.1,130462.2646251868
ga,1.0,4.0,0.0,20000000.0,-5.553285313787768,7086818.6434870595,161.1497461980693,0.1,43949.33208007687
ga,1.0,4.0,1.0,20000000.0,-1.6571878247861775,15016943.025598219,161.1497461980693,0.1,93128.47542192301
ga,1.0,4.0,2.0,20000000.0,-3.474141066603096,10708144.230297374,161.1497461980693,0.1,66407.20052448421
ga,1.0,4.0,3.0,20000000.0,2.7995566775316547,30773407.388494015,161.1497461980693,0.1,190843.13689829843
ga,1.0,5.0,0.0,20000000.0,-7.099080276961843,5140834.273632533,126.98191103210245,0.1,40452.91915962686
ga,1.0,5.0,1.0,20000000.0,-5.197339958713201,7618582.141841866,126.98191103210245,0.1,59950.169776069226
ga,1.0,5.0,2.0,20000000.0,-3.6052364555818883,10440910.543595098,126.98191103210245,0.1,82158.90411781419
ga,1.0,5.0,3.0,20000000.0,-2.5279847038426055,12807410.000832427,126.98191103210245,0.1,100780.74760456757
ga,2.0,0.0,0.0,20000000.0,-5.788694785865829,6753362.934783011,126.3457685556256,0.1,53409.16514586326
ga,2.0,0.0,1.0,20000000.0,-4.775393818206368,8293807.551755872,126.3457685556256,0.1,65591.81573646166
ga,2.0,0.0,2.0,20000000.0,-0.7149063114663078,17722756.15567156,126.3457685556256,0.1,140160.92715570016
ga,2.0,0.0,3.0,20000000.0,-2.1051385561414406,13846149.138321709,126.3457685556256,0.1,109502.6689820036
ga,2.0,1.0,0.0,20000000.0,22.432415112583598,149202073.34586185,126.49167837611135,0.1,1178608.8569153312
ga,2.0,1.0,1.0,20000000.0,16.82068056710888,112348009.53938283,126.49167837611135,0.1,887483.3715814262
ga,2.0,1.0,2.0,20000000.0,0.8521283469201962,22969340.150732487,126.49167837611135,0.1,181444.3132864486
ga,2.0,1.0,3.0,20000000.0,-1.9581282805120708,14222320.689992076,126.49167837611135,0.1,112347.99058226183
ga,2.0,2.0,0.0,20000000.0,-3.1945524145125717,11296944.170264306,130.32524094670816,0.1,86616.24152092036
ga,2.0,2.0,1.0,20000000.0,-1.485129736360278,15486235.68391172,130.32524094670816,0.1,118736.492810003
ga,2.0,2.0,2.0,20000000.0,0.9331700481226621,23266124.86763343,130.32524094670816,0.1,178386.67345947234
ga,2.0,2.0,3.0,20000000.0,2.4186823870163323,29139198.105035443,130.32524094670816,0.1,223416.86236134107
ga,2.0,3.0,0.0,20000000.0,1.0584072364424342,23729640.51324417,161.83063057297989,0.1,146542.01264627048
ga,2.0,3.0,1.0,20000000.0,17.366181081680764,115902775.28772534,161.83063057297989,0.1,715755.7213086352
ga,2.0,3.0,2.0,20000000.0,-0.9661064850747891,16968779.533465143,161.83063057297989,0.1,104790.42459985698
ga,2.0,3.0,3.0,20000000.0,-1.4407706274754162,15609006.336483167,161.83063057297989,0.1,96393.16713120812
ga,2.0,4.0,0.0,20000000.0,-5.728159621056307,6837755.703151782,152.37055622887425,0.1,44846.40098569324
ga,2.0,4.0,1.0,20000000.0,-4.645070842232542,8512559.895837853,152.37055622887425,0.1,55830.84437010652
ga,2.0,4.0,2.0,20000000.0,17.70419639640147,118109564.742148,152.37055622887425,0.1,774638.5116143551
ga,2.0,4.0,3.0,20000000.0,-2.0990977594562708,13861452.335624726,152.37055622887425,0.1,90912.3222113602
ga,2.0,5.0,0.0,20000000.0,-8.013008251890923,4233086.609755,144.1265503371129,0.1,29350.259018610996
ga,2.0,5.0,1.0,20000000.0,-5.62454191040986,6984380.368485981,144.1265503371129,0.1,48426.453743508384
ga,2.0,5.0,2.0,20000000.0,-5.346277503290352,7391962.210871702,144.1265503371129,0.1,51252.437180212975
ga,2.0,5.0,3.0,20000000.0,-3.1414811589406924,11411648.84872671,144.1265503371129,0.1,79123.07978006339
ga,3.0,0.0,0.0,20000000.0,-4.972521022630388,7972150.896481626,128.29998495354388,0.1,62088.409896356396
ga,3.0,0.0,1.0,20000000.0,3.62784087409878,34498248.92966205,128.29998495354388,0.1,268677.98265041684
ga,3.0,0.0,2.0,20000000.0,-7.491681393384283,4730927.136695642,128.29998495354388,0.1,36845.23123898596
ga,3.0,0.0,3.0,20000000.0,-0.08252914939527059,19727146.529189024,128.29998495354388,0.1,153638.23084813025
ga,3.0,1.0,0.0,20000000.0,-6.272799228141267,6111140.590962598,150.62135302010344,0.1,40545.95097847539
ga,3.0,1.0,1.0,20000000.0,-4.3515019434793345,9023542.730946181,150.62135302010344,0.1,59869.04012029807
ga,3.0,1.0,2.0,20000000.0,16.139744675945494,107923570.05561644,150.62135302010344,0.1,716046.9826808245
ga,3.0,1.0,3.0,20000000.0,-1.373574953627994,15796375.783711834,150.62135302010344,0.1,104805.16175836671
ga,3.0,2.0,0.0,20000000.0,-3.9267178367173443,9808974.340828026,131.28072808626249,0.1,74660.67880509545
ga,3.0,2.0,1.0,20000000.0,10.421774892497567,71747049.7620365,131.28072808626249,0.1,546100.2599630026
ga,3.0,2.0,2.0,20000000.0,-5.747005185866826,6811383.193434892,131.28072808626249,0.1,51844.61444727759
ga,3.0,2.0,3.0,20000000.0,7.774293263854744,56105991.67399083,131.28072808626249,0.1,427048.8715601617
ga,3.0,3.0,0.0,20000000.0,-4.701745757668675,8416825.757147983,149.9072732618861,0.1,56109.45105610778
ga,3.0,3.0,1.0,20000000.0,-7.673118199690151,4551834.893335313,149.9072732618861,0.1,30344.0946185897
ga,3.0,3.0,2.0,20000000.0,3.101055330843479,32102623.882377703,149.9072732618861,0.1,214007.11568386565
ga,3.0,3.0,3.0,20000000.0,-6.738310506613175,5545854.559650019,149.9072732618861,0.1,36970.571086696174
ga,3.0,4.0,0.0,20000000.0,-6.900651456535812,5360138.711834311,144.49333082434524,0.1,37070.44219311823
ga,3.0,4.0,1.0,20000000.0,-5.34178474221882,7398710.901906416,144.49333082434524,0.1,51169.10205834122
ga,3.0,4.0,2.0,20000000.0,-3.1936452089149867,11298897.004655484,144.49333082434524,0.1,78142.58749168454
ga,3.0,4.0,3.0,20000000.0,-2.7440220791608425,12301086.934120074,144.49333082434524,0.1,85073.68122713537
ga,3.0,5.0,0.0,20000000.0,-7.401513707440259,4822322.390754947,167.01647410231462,0.1,28856.056332319167
ga,3.0,5.0,1.0,20000000.0,-3.549270363694248,10554311.78190255,167.01647410231462,0.1,63155.42401547335
ga,3.0,5.0,2.0,20000000.0,-5.476032013050556,7199373.061317226,167.01647410231462,0.1,43079.97221691929
ga,3.0,5.0,3.0,20000000.0,0.448905565112696,21529749.914055403,167.01647410231462,0.1,128830.80515972429
