x_m,y_m,z_m,margin_db,sinr_db,rate_bps,outage,i_dbm,p_rx_dbm,ee_bpj
4.915487341753796,236.9383768250011,29.9488127,-0.29743124550747524,-0.297431245507475,95144341.59432693,1.0,-56.73903261189346,-57.032376118297705,504898.20192509907
50.6690459883813,305.7199484108178,29.9488127,13.52495832023186,13.52495832023186,455558538.36274266,0.0,-68.2125241522469,-54.63052555954653,2417492.0235581263
275.53736688688883,433.1448682356249,29.9488127,24.86198173866886,24.86198173866886,826367341.0026021,0.0,-70.94528345585287,-45.976891995467724,4385246.433054478
182.8471399720528,381.4669697369409,29.9488127,10.36350448790742,10.36350448790742,356961583.46268076,0.0,-59.1357139264342,-48.76511364669713,1894271.9937576407
344.4034730433673,55.16802963928416,29.9488127,17.60795516385157,17.60795516385157,587404681.0571412,0.0,-68.97990563246053,-51.30397197812171,3117154.024068844
5.489730409224877,234.72664071785968,29.9488127,6.1286809899095545,6.1286809899095545,235072222.62146854,0.0,-63.17555081512702,-57.02890426331372,1247447.2000675753
550.7481116350705,17.7624445172758,29.9488127,9.676665638675317,9.676665638675317,336212398.28067833,0.0,-64.35241718309396,-54.652209271814755,1784163.2251829198
590.3769137250164,457.56880729484965,29.9488127,21.326671404571258,21.326671404571258,709515729.2036049,0.0,-71.27308532834442,-49.83177078246081,3765155.2358194636
444.2741547619363,112.80050243140516,29.9488127,12.96729836760214,12.96729836760214,437871605.0437112,0.0,-61.609630686483996,-48.62979743010543,2323633.569332609
360.5134228827961,439.8556548627096,29.9488127,18.46268509544622,18.46268509544622,615358064.4215542,0.0,-62.081919198668196,-43.6052614972033,3265492.987394611
558.1892274336622,25.287235466689197,29.9488127,15.320386022588139,15.320386022588139,513108916.3255094,0.0,-69.91627462769412,-54.51171109024378,2722892.0280839168
62.53882512463985,595.479632675149,29.9488127,22.233101487734046,22.233101487734046,739427784.6121317,0.0,-81.71624248011824,-58.356331254667595,3923888.196062573
488.81771983279316,220.34246298367742,29.9488127,9.420851235810389,9.420851235810389,328563198.5053169,0.0,-54.16426848597687,-44.74115730366901,1743571.5604761231
82.88877111742087,397.21127299262156,29.9488127,18.807049845156143,18.807049845156143,626643043.9634628,0.0,-72.50925900101326,-53.550468798264745,3325378.4812032194
566.1557453169405,128.29007525875178,29.9488127,14.204732120438067,14.204732120438067,477248509.269546,0.0,-65.01719025011386,-50.78503409099352,2532593.2174614505
446.43647405113035,113.21926774623239,29.9488127,9.89745175642392,9.89745175642392,342849617.31758446,0.0,-58.53955962624018,-48.635921570595684,1819384.657181528
444.376802406819,85.80734917836192,29.9488127,16.231987402694756,16.231987402694756,542610073.6239067,0.0,-66.17277882406478,-49.905041632763144,2879444.493791015
608.7157328198754,29.99506756048066,29.9488127,13.764717298567277,13.764717298567277,463193275.49950844,0.0,-69.4100642589384,-55.57035139852803,2458006.9400306125
219.53215752383696,393.6849128345222,29.9488127,15.619350686212272,15.619350686212272,522766182.64241606,0.0,-62.88638792342445,-47.25022667244298,2774139.8092678767
381.43498146361463,104.7859571369004,29.9488127,13.946919941585676,13.946919941585676,469006653.0373346,0.0,-62.68961581745317,-48.72662859884804,2488856.5293679903
61.025232643257375,186.41045277715128,29.9488127,1.3640323728431625,1.3640323728431627,124427779.3814494,0.0,-56.71181857740362,-55.343723988279905,660295.3052856337
135.20956535750855,452.60186543699245,29.9488127,13.933354238047343,13.933354238047343,468573493.84607774,0.0,-66.11529182557534,-52.146655991760795,2486557.902953133
209.30941629629703,419.68588282256144,29.9488127,14.646563393312206,14.646563393312206,491414320.26905507,0.0,-62.92406786076447,-48.26054770315967,2607766.2901067855
597.4949188491445,424.97978148773103,29.9488127,20.037416117818495,20.037416117818495,667051830.8421547,0.0,-69.43885973998312,-49.32595346836695,3539813.9746350492
217.18378816989383,426.1722592317217,29.9488127,11.273326265908182,11.273326265908182,384870119.07977724,0.0,-59.35932834048444,-48.0785316794706,2042372.965558099
546.4654638577234,289.3318002287157,29.9488127,29.81043263622871,29.81043263622871,990431764.5441436,0.0,-75.88445356402686,-45.75046350960517,5255879.736705836
353.531735171578,175.10560916860967,29.9488127,9.928403346829242,9.928403346829242,343782617.27017623,0.0,-55.36944361054182,-45.438057769984,1824335.7661026274
411.2006621692093,125.89953481447695,29.9488127,6.660783877602739,6.660783877602739,249449389.24665895,0.0,-54.37276615072648,-47.70961121408446,1323741.8641137765
445.86826787184367,581.1416691124117,29.9488127,26.68810101790784,26.68810101790784,886868483.6212008,0.0,-78.25079586155763,-51.01895249136258,4706305.12777738
451.401513989678,100.7301852702804,29.9488127,7.18485817495889,7.18485817495889,263918790.2674427,0.0,-56.474410742036994,-49.285706356475,1400525.984282227
95.79086726941132,545.0948721290606,29.9488127,13.511380987381955,13.511380987381955,455126717.3418516,0.0,-69.52475416507875,-55.93638841004824,2415200.4983518147
395.5664257528575,63.88128216379388,29.9488127,13.326175489349481,13.326175489349481,449242158.1456821,0.0,-64.03351541399593,-50.6854602223616,2383973.17250688
525.0161294823578,349.05076480237705,29.9488127,20.815589598714112,20.815589598714112,692669673.0887591,0.0,-65.30477415865663,-44.45988938169165,3675759.0268659075
253.66894915941788,502.62261178847945,29.9488127,13.451574786978398,13.451574786978398,453225295.38694996,0.0,-62.72119480474203,-49.25343570268625,2405110.3079101793
316.5914160007077,459.9473209758845,29.9488127,20.14232604145134,20.14232604145134,670503056.8470496,0.0,-65.94666254579509,-45.77039334191386,3558128.4405834107
194.40608399486987,15.031920595190966,29.9488127,8.526412141138493,8.526412141138493,302194934.49622124,0.0,-64.20765761573693,-55.6584729620683,1603644.2788008403
136.01817711065848,414.3822624451679,29.9488127,13.640488440509884,13.640488440509884,459235228.46192217,0.0,-65.06011473745693,-51.391930729306324,2437002.949683682
303.7862689209472,422.59314123678035,29.9488127,20.797317903957918,20.797317903957918,692067700.0891676,0.0,-65.22455114263566,-44.3984724631064,3672564.5638005463
361.9370805079048,413.80792929021385,29.9488127,20.04491340627355,20.04491340627355,667298442.5213552,0.0,-61.699714119577095,-41.642003491271396,3541122.6577507826
227.3267112845662,159.07834727640704,29.9488127,12.515930162676156,12.515930162676156,423635042.00513715,0.0,-61.96533258060618,-49.43579933837826,2248085.040021036
418.0846545819538,398.1586328514386,29.9488127,20.862141860854372,20.862141860854372,694203461.8643289,0.0,-60.96857384743472,-40.09561513822186,3683898.314835548
7.66767076902819,365.91509487165587,29.9488127,3.973578902297959,3.9735789022979584,180597393.25885636,0.0,-60.61473221184383,-56.631181846962434,958368.0710886697
176.97502334073772,588.8524167366143,29.9488127,16.199984865387478,16.199984865387478,541571787.6338711,0.0,-70.98476206282741,-54.67740768482231,2873934.6681863754
91.18797795721953,319.0825783699334,29.9488127,11.636273839346984,11.636273839346984,396121876.4429553,0.0,-64.40151621679158,-52.74143317055834,2102082.1607237826
220.57276866847369,336.7466650451249,29.9488127,11.443758455306408,11.443758455306408,390145872.07008606,0.0,-57.99371797815117,-46.54450341086658,2070369.5668690351
460.2889279550213,489.54383787789476,29.9488127,27.94385717659094,27.94385717659094,928506283.4104998,0.0,-75.17398014374429,-46.95387646456231,4927262.568792325
156.79272484396915,357.25117641607864,29.9488127,5.4682037729316875,5.4682037729316875,217704126.58312717,0.0,-55.22342247892127,-49.75233479165642,1155280.705311529
438.770316740601,411.04529027546306,29.9488127,17.880376745515562,17.880376745515562,596304691.8099402,0.0,-59.8345691187664,-41.94585892996004,3164383.3111804407
586.3778672664997,359.6163853915572,29.9488127,21.62745924110787,21.62745924110787,719437061.3852897,0.0,-69.45505277130428,-47.75182382540525,3817804.323461402
416.9656021577578,10.03781926831765,29.9488127,10.402152101825408,10.402152101825408,358137737.6141279,0.0,-63.692178112746596,-53.26979627362364,1900513.4381388985
90.98187716757359,132.01709167119674,29.9488127,7.404054366594572,7.404054366594572,270055987.54431456,0.0,-62.683397180941554,-55.263298485086466,1433093.973276929
229.67013816570127,133.66575474700042,29.9488127,9.769906901746886,9.769906901746886,339011478.3935676,0.0,-60.02911618951211,-50.25049443378694,1799016.9778324245
359.78095406101335,94.9102023239972,29.9488127,17.410208101597703,17.410208101597703,580950214.0810924,0.0,-66.75872886997362,-49.30763133217235,3082902.3942190423
