x_m,y_m,field_score,combined_metric_risk,global_confidence,metric_confidence,poor_proximity,nearest_measured_dist_m,nearest_poor_dist_m,predicted_sinr_db,predicted_throughput_mbps
254.3185316200305,286.8750853879212,0.35833415708931365,0.577427426077632,0.6316957053389145,0.6287115715142964,0.5096282409685794,9.186949593551685,13.481475166929487,19.330682985783767,303.0947112760874
524.6047950977583,345.5038493812669,0.009766862917114915,0.19381037107013727,0.058012141416932526,0.05793512163656607,0.024134196231433543,56.942059111369716,74.48251026903291,22.667544644282998,312.3826932877526
217.6668309945571,257.71350994212213,0.6236599680395826,0.9921275653305633,0.6616671208495473,0.6611974151552242,0.6616671208495473,8.25985376213404,8.25985376213404,16.65383253523851,286.23133565916135
159.49493976880106,42.232395130242296,0.04911213729185978,0.38505700513501573,0.14165731928683606,0.14088017148784024,0.12932221004212852,39.08688764814784,40.90896473109008,21.000000000000004,307.78165021478526
7.724284448689036,457.17426417025257,0.0003978635021369781,0.5839167574552515,0.0008014179582722787,0.0008005536341653184,0.0008013538948087205,142.5825590277609,142.58415784454743,17.499985301577855,315.94876646570026
177.09790318513728,518.9412456834041,0.28230238786417,0.34739629032195735,0.9004824821515505,0.8740142350743156,0.1214293852448783,2.0964913604784003,42.16844753117804,20.398979059441498,315.50328001576344
279.73746354773425,59.40347460224766,0.6512167303619724,0.8180296329476299,0.7988842310708142,0.7988816479228682,0.7988842310708142,4.490784719811813,4.490784719811813,22.170111937738316,261.0992380905276
69.67836880374647,237.29372647425438,0.014372132806072696,0.5797424104575022,0.028913453502975375,0.028852398812143083,0.028621246475900017,70.86896546100142,71.07211906370337,18.83389280183687,306.5341206662694
55.845661168263774,343.2004731866301,0.030564764436189655,0.8661512340816414,0.04116998629420162,0.041150247874767384,0.04116998629420162,63.80091552215593,63.80091552215593,15.7500619220313,303.944903972586
526.6712361733449,509.05363933320996,0.017251850938900987,0.2189600204607229,0.09262678964293791,0.09182446645308975,0.0009012329179502531,47.58353748342591,140.23493646550776,22.336248282973493,312.5990307909841
116.564350981949,488.4816891332827,0.0275203837383876,0.3345853068018825,0.09469946705982821,0.0945921947792139,0.041400516988956054,47.14093812948138,63.6892382114579,20.501265923035287,315.88054289917557
262.7306296684053,313.81260908944745,0.425916169255137,0.6119623784123849,0.7091638905531472,0.7091031972703308,0.536141147247178,6.8733724364807625,12.467156363227598,18.605880641751458,305.37085266019943
596.8628003083084,174.58440645395305,0.0013270250282984312,0.2569683624394122,0.006050657685084593,0.006047457677354073,0.00597353336404882,102.15176609138517,102.4083334675838,21.66635076834206,314.1668784708233
360.85287291363335,556.0603237335919,0.09406858071720105,0.14469335579379236,0.5126947742712378,0.5120627620103204,0.4032624476830825,13.361491856215322,18.16335388102595,23.16300938604474,314.2669846901463
324.5384451721072,307.8740857846571,0.3026073564080995,0.46666720009314044,0.6622097348726569,0.6526435433934811,0.40199276135629974,8.243459063453445,18.226423942032103,19.960989322547764,308.21936469312004
445.68685732183565,585.7543049026624,0.00628345570940436,0.11267206441915385,0.06510715000472478,0.06482232411651884,0.004921349891984598,54.63441809393689,106.28344835640927,22.665408886727256,319.5385264951146
87.01615083032377,410.1653394108391,0.0386324357579198,0.6360288006299875,0.07009673225257156,0.06995361198152628,0.07003905155754792,53.15758203081321,53.174046261921866,17.330484989272897,312.60590895655986
222.95406306303357,473.2766509791875,0.19287642010787562,0.3660101240709027,0.5967802637013404,0.5892391186624228,0.08057621808519637,10.324126016898923,50.37103467972644,21.07963005937954,308.87382197964394
564.4996780460763,250.72423401167632,0.02936312519965301,0.5353074229748079,0.06324153335276379,0.06322824414271686,0.06193316966125171,55.21588040739833,55.633987679758256,20.416744615061134,298.8368196011019
428.4966270015618,371.95189697386905,0.16356315243071196,0.3059067524683581,0.5720739897716415,0.5711155636231813,0.1726122934012315,11.169738864401191,35.13414556129643,20.998577122036924,314.75730688784705
121.3140003522009,483.96650198051424,0.03708585464350119,0.33398459910040507,0.12683398641643923,0.12597549163462507,0.05673275669171464,41.29752482435391,57.38807031266925,20.50176896582705,315.92971619643265
121.24437811160911,590.4706421596622,0.010205336824492706,0.48260090295948527,0.024854013156772763,0.02479644684035376,0.0026697262257762686,73.89472088472175,118.51558697979438,18.833988649648706,315.08187044214145
53.16188906623879,399.4043197317654,0.009104429607590588,0.6596532382777069,0.016167533999804133,0.016143855453845245,0.016167533999804133,82.4950024334694,82.4950024334694,16.666383908914693,315.39703303285404
565.1906939877254,230.92109387917932,0.05808464372799446,1.2155066547649704,0.055767727976853095,0.05572976267431408,0.055767727976853095,57.731198571480206,57.731198571480206,17.413920142820356,255.95096254673123
105.31533220373807,389.30300141080227,0.1347182104162179,0.6583214396155961,0.22694541458317113,0.22673338981433305,0.22694541458317113,29.660915096164967,29.660915096164967,16.83108973185861,314.30638861353106
517.8806757357024,601.7573682618053,0.0020516895257752478,0.19214469416447802,0.012559931425684597,0.012492716993254657,0.00019319141438838393,87.54487155390953,171.03658152313633,22.413763497165107,314.3903346009818
497.20336723835254,184.16128949414914,0.05515300646158903,0.18744643801298544,0.2985547945710947,0.29839650122551803,0.16935871794304075,24.17603593186807,35.51472444389135,20.750642743844175,333.1698330829044
262.89346885784823,12.94372295093617,0.062318278104670444,0.8169441895472194,0.08807234596453865,0.08796276881155717,0.08785319165857568,48.59193378041042,48.64176268468139,21.998714279919945,262.45167326709844
475.12876976505794,514.049179973719,0.0705676519791195,0.19611149588983004,0.41925093520536666,0.4187785585145132,0.010824275297904912,17.385712952370717,90.51927908820795,23.0,309.74218836169496
